index,id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
105,72089,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,0,0,Tumour Biol.,1432-0843,73,4,0,721-7,"{""Fenlai Tan""""Ji Jiang""""Don Zhang""""Dongyang Liu""""Yingxiang Wang""""Li Zhang""""Pei Hu""}"
106,847287,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,eng,0,Psychooncology,1057-9249,15,3,1/6/03,248-58,"{""Sarah McGraw""""Vida M Petronis""""Charles S Carver""""Nancy Avis""""Kristie Long Foley""""Deborah F Farmer""""Roselyn G Smith""""Kevin Smith""}"
107,764224,High intensity interval exercise training in overweight young women,English,empty,Rheumatology,0,33,5,1/12/01,255-62,"{""Y. Fengying""""Y. Hainai""""W. Jianxiong""""T. Sijie""}"
108,591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,English,empty,PloS one,0,20,2,0,135-41,"{""A. D. Hay""""A. Lovering""""C. Costelloe""""A. Montgomery""""D. Lewis""""C. McNulty""}"
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,Current opinion in pharmacology,Curr Opin Pharmacol,1471-4892,3,2,1/3/04,146-51,"{""Noritoshi Nagaya""""Kenji Kangawa""}"
110,255432,Pool fencing for preventing drowning in children.,0,The Cochrane Database Of Systematic Reviews,Physiol Res,1469-493X,-1,2,1/1/00,CD001047,"{""D C Thompson""""F P Rivara""}"
111,689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,0,Cancer immunology immunotherapy : CII,J ECT,1432-0851,63,9,1/14/09,911-24,"{""HongQiang Wang""""Dwain K Irvin""""Ashley Gragg""""Xiao-xue Zhang""""Christopher J Wheeler""""Keith L Black""""Lucia Veiga""""Ryan Cordner""""Mandana Zandian""""Akanksha Panwar""""Emmanuel Jouanneau""""Yuying Zhai""""Shyam Goverdhana""""Armen Mardiros""}"
112,781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,pol,empty,J Cell Biol,empty,3,10,0,empty,"{""T. L. Davies""""B. Bovill""""S. Johnston""""M. T. May""""M. Gompels""}"
113,148787,Cardiac atrophy in women following bed rest,empty,empty,The Journal of bone and joint surgery. British volume,0,19,1,0,8-16 ST  - Cardiac atrophy in women following bed rest-,"{""J. L. Hastings""""G. Biolo""""B. D. Levine""""T. Tillery""""R. M. Peshock""""T. A. Dorfman""""B. R. Macias""""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens""""S. M. Schneider""}"
114,779281,Patent abstractsnull,empty,empty,Klin.Psikofarmakol.Bul.,empty,38,4,0,empty,{NULL}
115,684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,The Journal Of Rheumatology,J Rheumatol,0315-162X,28,4,1/1/04,745-50,"{""A H Zwinderman""""M Munneke""""G J Tijhuis""""Z de Jong""""J M Hazes""""T P Vliet Vlieland""}"
116,447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,empty,empty,empty,empty,0,0,empty,0,{NULL}
117,585766,Thermoregulatory response of women to intermittent work in the heat,empty,Journal of applied physiology,J Appl Physiol,0021-8987,41,1,1/1/76,57-61,"{""B. L. Drinkwater""""J. E. Denton""""S. M. Horvath""""P. B. Raven""}"
118,185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,English,empty,empty,0,-1,1,0,305-310,"{""Denys T. Lau""""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick""""Celia Berdes""""Jonathan Masin-Peters""""Megan Ong""}"
119,886237,Effet d'une intervention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],empty,empty,Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi,empty,11,3,0,323-330,"{""Graldine Martin-Gaujard""""Floriane Delphin-Combe""""Isabelle Rouch""""Solveig Relland""""Pierre Krolak-Salmon""}"
120,954493,The Hierarchical Organization of Intellectual Structures,English,empty,empty,empty,0,0,1/1/66,13,"{""Sheldon H. White""}"
121,922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,empty,Nepal Med Coll J,empty,85,5,11/1/96,999-1004,"{""P Talke""""J Caldwell""""B Dodsont""""C A Richardson""}"
122,843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans. R. Soc. Trop. Med. Hyg.,1878-3503,106,2,1/12/02,110-6,"{""Peter J Winch""""Mickey Chopra""""Cynthia S Minkovitz""""Debra Jackson""""Alyssa B Sharkey""}"
123,668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,0,empty,Journal of graduate medical education,empty,13,-1,0,S13,"{""Jai K Das""""Zohra S Lassi""""Zulfiqar A Bhutta""""Guleshehwar Zahid""""Aamer Imdad""}"
124,863844,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,0,International journal of clinical and experimental pathology,Case Rep.Med.,1936-2625,6,11,1/13/01,3-Aug,"{""Yasunori Ota""""Masaaki Noguchi""""Kei-Ji Sugimoto""""Hiroshi Izumi""""Norio Komatsu""""Nanae Yamaguchi""""Hidenori Imai""""Asami Shimada""""Yasunobu Sekiguchi""""Mutsumi Wakabayashi""}"
125,946006,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,0,Int J Gynecol Cancer,Int. J. Dev. Biol.,1048-891X (Print)     1048-891x,21,2,0,378-84,"{""A. J. Ghia""""V. J. Gonzalez""""J. D. Tward""""A. M. Stroup""""D. K. Gaffney""""L. Pappas""}"
126,36429,[Neurological dysfunction induced by bilirrubin].,spa,Neurologia (Barcelona Spain),Neurologia,1578-1968,27,4,1/12/05,202-11,"{""V Cus_""""H Galvez""""M Iriondo""""J Campistol""""I Mlaga""""A Garc_a Cazorla""}"
127,259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,empty,empty,empty,0,-1,1,1/11/01,208-213,"{""A. Erol""""J. B. Celik""""I. Kara""""A. Topal""""S. Guven""}"
128,977276,Data mining usage in health care management: literature survey and decision tree application,empty,empty,Rev.Neurol.,empty,5,1,0,57-64,"{""M. P. Bach""""D. Cosic""}"
129,369578,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,eng,empty,0,empty,10,4,4/1/99,421-7,"{""D J Sadler""""R R Gray""""B D Schouten""""J M Bohnen""""J K Wong""""R Mustard""""G Doyle""""R A Pugash""""J Sanabria""}"
130,772616,Antivitamin K drugs in stroke prevention,empty,empty,empty,empty,11,6,0,817-823,"{""di Raimondo D.""""Pinto A.""""Lucifora B.""""Tuttolomondo A.""""Licata G.""""Butt_ C.""}"
131,334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,0,0,Biol.Blood Marrow Transplant.,14-Feb,61,7,0,1182-7,"{""Jamehl L. Demons""""Jeff D. Williamson""""Kathryn E. Callahan""""James Lovato""""Janice S. Lawlor""""Hal H. Atkinson""""Ann Lambros""""Franklin S. Watkins""""Kaycee M. Sink""""Brooke R. Davis""""Mary F. Lyles""}"
132,757463,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,eng,empty,Nepal Med Coll J,empty,68,6,1/3/06,721-7,"{""Mayuko Saito""""Susan Olender""""Robert H Gilman""""Christian T Bautista""""Evelyn J Hsieh""""Luz Caviedes""""Kari Gillenwater""""Jane Apgar""""Pedro Moro""""Andres G Lescano""}"
133,465176,A literature review on chronic pain: the daily overcoming of a complex problem.,empty,empty,empty,empty,0,0,empty,0,{NULL}
134,368072, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,empty,empty,empty,empty,0,0,empty,0,"{""Vicenzino B Bisset L Beller E Jull G Brooks P Darnell R""}"
135,812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),eng,empty,Croat.Med.J.,0,10,5,1/5/01,251-264,"{""L. Schlessinger""""D. M. Eddy""""R. Kahn""}"
136,380945,Soleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,eng,empty,0,empty,55,12,12/1/00,B570-9,"{""G R Chalmers""""K M Knutzen""}"
137,513829,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,0,Skeletal Radiology,Skeletal Radiol,1432-2161,43,11,1/14/11,1605-11,"{""Dominic S Carreira""""Ross M Borzykowski""""John Kozy""""Steven D Needell""}"
138,862798,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),0,empty,Croat.Med.J.,0,23,3,1/5/01,275-287,"{""P. Tarraga-Lopez""""J. M. Ocana-Lopez""""J. Miguel-Clave""""J. Solera-Albero""""M. Cerdan-Oliver""""M. A. Lopez-Cara""""A. Celada-Rodriguez""}"
139,316632,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,0,empty,empty,0,15,2,1/14/01,327-32,"{""M. Goyal""""S. Wiebe""""M. D. Hill""""F. M. Clement""""J. H. Wong""""M. A. Almekhlafi""""D. Yavin""}"
140,38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,empty,empty,PloS one,0,15,0,1/14/01,384-6 ST  - Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare-,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu""""Q. Zhao""""Y. Fan""""Y. S. Liao""}"
141,595469,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,empty,empty,Int. J. Dev. Biol.,0,20,5,0,152-9,"{""M. D. Barton""""J. Simon""""J. E. Axon""""S. Moss""""S. G. Morris""""D. J. Trott""""S. Fury""""M. Maiwald""""P. Giffard""""D. Jordan""""P. Southwell""}"
142,49698,Multicenter randomized placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders,eng,empty,empty,0,19,0,1/9/01,1261-9 ST  - Multicenter randomized placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders-,"{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo""""M. Saps""""S. Nurko""""P. Hyman""""N. Youssef""""A. Miranda""""J. Cocjin""}"
143,900624,Terbutaline pump for the prevention of preterm birth (Structured abstract),0,empty,Klin.Psikofarmakol.Bul.,empty,4,4,1/11/01,0,"{""R. Daniel""""M. T. Ansari""""L. Weeks""""S. Doucette""""A. Tsertsvadze""""B. Skidmore""""K. Singh""""L. Gaudet""""M. Walker""""S. Tsouros""}"
144,246528,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,0,J Hand Surg Br,Lancet,0266-7681 (Print) 0266-7681,30,6,1/5/01,574-80,"{""A. Zyluk""""P. Puchalski""}"
145,347144,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,eng,Journal of cardiovascular electrophysiology,J. Cardiovasc. Electrophysiol.,1540-8167,18,3,1/7/03,290-5,"{""Abdi Rasekh""""Jie Cheng""""Ali Massumi""""Michael R Ujhelyi""""Vadim Levin""""Mehdi Razavi""""James A Coles""""Margit Nemeth""""Ilyas Colombowala""}"
146,957059,Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],English,empty,0,empty,21,4,1/12/01,451-457,"{""W. T. Yu""""S. Yang""""Y. Tang""""B. Wu""""J. X. Zhou""}"
147,269313,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,0,empty,empty,0,94,5,empty,930-936,"{""Yong-Kyun Kim""""Tae Yoong Jeong""""Won Hyuk Chang""""Sang Chul Lee""""Jeong-Gyu Yoon""""Dong Suk Kim""}"
148,267879,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,0,Eur J Gen Pract,The European journal of general practice,1381-4788,20,1,1/14/01,6-Oct,"{""O. H. Simonsen""""S. T. Skou""""H. Thomsen""}"
149,224232,Studies with the maximal histamine test.,eng,Gut,Gut,0017-5749,6,4,8/1/65,364-71,"{""A M Mulekar""""B J Vakiland""}"
150,62306,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,eng,General dentistry,Gen Dent,0363-6771,52,3,1/4/05,253-4,"{""Fred W Benenati""}"
151,182986,Assessing food safety system in sub-Saharan countries: An overview of key issues,empty,empty,0,empty,18,2,0,131-134,"{""K. Nguz""}"
152,663994,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,0,Neuropsychologia,Mol. Plant Pathol.,1873-3514,50,12,1/12/10,2752-63,"{""Vincent J P Van Heuven""""Niels O Schiller""""Jurriaan Witteman""}"
153,520771,[Skeletal maturation in assessing underage asylum seekers].,dut,empty,0,empty,149,22,5/28/05,1241; author reply 1241,"{""R R van Rijn""""S G F Robben""}"
154,754594,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,0,empty,empty,0,27,6,0,1128-31,"{""G. Abraham""""Jr. Fromm R. E.""""P. E. Marik""""J. Varon""""P. Careau""}"
155,817046,Acupuncture anesthesia used in rabbit abdominal operations,English,American Journal of Acupuncture,AM. J. ACUPUNCT.,00913960 (ISSN),4,2,1/1/76,149-156,"{""M.M.P. Yang""""S.H. Kok""""G.T.C. Lee""}"
156,736183,Posterior positional plagiocephaly treated with cranial remodeling orthosis.,eng,empty,0,empty,137,25,6/30/07,368-72,"{""D Kalina""""S de Ribaupierre""""O Vernet""""P -F Leyvraz""""B Rilliet""""B Cavin""}"
157,963532,Cardiac MRI in ischemic heart disease,eng,empty,J Environ Monit,0,73,9,0,1577-1588,"{""S. Kato""""M. Ishida""""H. Sakuma""}"
158,131820,Twisting the night away: a review of the neurobiology genetics diagnosis and treatment of shift work disorder.,0,CNS spectrums,CNS Spectr,1092-8529,18,-1,1/13/12,45-53; quiz 54,"{""Debbi Ann Morrissette""}"
159,704093,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,pol,empty,0,empty,80,4,1/13/01,256-62,"{""D Chochol""""R Chaloupka""""B Kala""""J Gallo""""M Netval""}"
160,912377,Assessing quality of life in patients after partial laryngectomy,0,Hippokratia,Eur. J. Heart Fail.,1790-8019,18,2,1/14/01,156-61,"{""K. Mantsopoulos""""C. Bohr""""F. Hebel""}"
161,203935,Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,empty,empty,empty,empty,19,11,empty,1171-1178,"{""Pakenham K.I.""""Fitzell A.""}"
162,68354,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.",0,Journal of Clinical and Diagnostic Research,J Am Med Inform Assoc,2249-782X,8,5,1/14/05,ZC70-5,"{""Maharudrappa Basnaker""""Satish Bnvs""""Srikala Sp""}"
163,259916,Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: A randomized double-blind control study,empty,empty,empty,0,-1,2,1/14/01,574-578,"{""K. Y. Tseng""""H. F. Huang""""K. I. Cheng""""H. T. Hsu""""P. Y. Chang""""Y. C. Chen""""I. C. Lu""}"
164,199407,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,eng,empty,empty,0,-1,0,1/11/01,551-561 ST  - Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management,"{""Alan David Widgerow""""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}"
165,790756,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,0,Strabismus,Strabismus,0927-3972,3,3,1/1/95,123-6,"{""M Schmid""""R Salati""""P E Bianchi""""A M Bezzina""""C Barone""}"
166,592893,Prevalence and antibacterial susceptibility of mef(A)-positive macrolide-resistant streptococcus pneumoniae over 4 years (2000 to 2004) of the PROTEKT US study,eng,empty,empty,0,15,5,1/7/01,290-293,"{""S. G. Jenkins""""T. M. File""""D. J. Farrell""}"
167,232775,Yoga may help manage binge eating disorder,0,empty,Expert Opin Emerg Drugs,0,15,1,1/10/01,Apr-43,"{""S. McIver""}"
168,631610,Meta-analyses of experimental data in animal nutrition.,eng,empty,0,empty,2,8,1/8/08,1203-14,"{""N R St-Pierre""""D Sauvant""""P Schmidely""""J J Daudin""}"
169,901298,Castor oil bath and/or enema for cervical priming and induction of labour,0,empty,Biol.Blood Marrow Transplant.,empty,4,7,0,0,"{""J. Kelly Anthony""""Jane Thomas""""Josephine Kavanagh""}"
