id,brewery_id,brewery_name,beer_name,style,ounces,abv,ibu,city,state
1158,463,Big Bend Brewing Company,La Frontera Premium IPA,American IPA,12.0 oz.,0.08%,empty,Alpine,TX
1157,463,Big Bend Brewing Company,Tejas Lager,Czech Pilsener,12.0 oz.,0.05%,empty,Alpine,TX
1156,463,Big Bend Brewing Company,Number 22 Porter,American Porter,12.0 oz,0.064,empty,Alpine,TX
1155,463,Big Bend Brewing Company,Big Bend Hefeweizen,Hefeweizen,12.0 oz,0.06%,empty,Alpine,TX
1154,463,Big Bend Brewing Company,Terlingua Gold,American Blonde Ale,12.0 OZ.,0.06,empty,Alpine,TX
2104,220,Big Choice Brewing,Aprè Shred,American Strong Ale,16.0 oz. Alumi-Tek,0.081,17.0,Broomfield,CO
1762,220,Big Choice Brewing,Hemlock Double IPA,American Double / Imperial IPA,12.0 ounce,0.10%,104.0,Broomfield,CO
1422,220,Big Choice Brewing,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16.0 oz.,0.041,empty,Broomfield,CO
1067,220,Big Choice Brewing,Disconnected Red,American Amber / Red Ale,16.0 oz,0.067,85.0,Broomfield,CO
1003,477,Big Elm Brewing,Big Elm IPA,American IPA,12.0 ounce,0.07%,empty,Sheffield,MA
1002,477,Big Elm Brewing,Gerry Dog Stout,American Stout,12.0 OZ.,0.065,empty,Sheffield,MA
1001,477,Big Elm Brewing,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0 ounce,0.06,empty,Sheffield,MA
2639,8,Big Lake Brewing,Dark Star,American Stout,16.0 oz.,0.08,54.0,Holland,MI
2469,8,Big Lake Brewing,Ryecoe,American IPA,16.0 ounce,0.062,empty,Holland,MI
2586,40,Big Muddy Brewing,Blueberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.06,empty,Murphysboro,IL
2585,40,Big Muddy Brewing,Galaxy IPA,American IPA,16.0 oz.,0.075,60.0,Murphysboro,IL
643,519,Big River Brewing Company,Big River Pilsner,Czech Pilsener,12.0 oz.,0.05,32.0,Chattanooga,TN
632,519,Big River Brewing Company,House Brand IPA,American IPA,12.0 oz.,0.06,55.0,Chattanooga,TN
1714,336,Big Sky Brewing Company,Big Sky IPA,American IPA,12.0 ounce,0.062,65.0,Missoula,MT
1713,336,Big Sky Brewing Company,Scape Goat Pale Ale,English Pale Ale,12.0 oz,0.05%,40.0,Missoula,MT
1712,336,Big Sky Brewing Company,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0 oz,0.05,35.0,Missoula,MT
1711,336,Big Sky Brewing Company,Moose Drool Brown Ale,American Brown Ale,12.0 oz.,0.051,26.0,Missoula,MT
1456,336,Big Sky Brewing Company,Powder Hound Winter Ale,English Strong Ale,12.0 oz.,0.072,60.0,Missoula,MT
767,336,Big Sky Brewing Company,Moose Drool Brown Ale (2011),American Brown Ale,12.0 oz.,0.051,26.0,Missoula,MT
766,336,Big Sky Brewing Company,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0 oz,0.05,35.0,Missoula,MT
579,336,Big Sky Brewing Company,Big Sky IPA (2012),American IPA,12.0 OZ.,0.062,65.0,Missoula,MT
168,336,Big Sky Brewing Company,Summer Honey,American Blonde Ale,12.0 ounce,0.047,empty,Missoula,MT
159,336,Big Sky Brewing Company,Scape Goat Pale Ale (2010),English Pale Ale,12.0 oz,0.05,40.0,Missoula,MT
35,336,Big Sky Brewing Company,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0 oz,0.05,35.0,Missoula,MT
34,336,Big Sky Brewing Company,Moose Drool Brown Ale (2009),American Brown Ale,12.0 oz.,0.05%,26.0,Missoula,MT
2096,221,Big Storm Brewing Company,Arcus IPA,American IPA,12.0 oz.,0.069,81.0,Odessa,FL
2095,221,Big Storm Brewing Company,Wavemaker,American Amber / Red Ale,12.0 ounce,0.06%,38.0,Odessa,FL
1257,444,Big Wood Brewery,Jack Pine Savage,American Pale Ale (APA),16.0 oz,0.053,43.0,Vadnais Heights,MN
1256,444,Big Wood Brewery,Forest Fire Imperial Smoked Rye,Rye Beer,16.0 ounce,0.10%,85.0,Vadnais Heights,MN
1255,444,Big Wood Brewery,Bad Axe Imperial IPA,American Double / Imperial IPA,16.0 OZ.,0.098,76.0,Vadnais Heights,MN
986,444,Big Wood Brewery,Morning Wood,Oatmeal Stout,16.0 oz.,0.055,35.0,Vadnais Heights,MN
985,444,Big Wood Brewery,Bark Bite IPA,American IPA,16.0 oz.,0.066,50.0,Vadnais Heights,MN
2508,70,Birdsong Brewing Company,Jalapeno Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,45.0,Charlotte,NC
1441,407,Bitter Root Brewing,Blown Out Brown,American Brown Ale,12.0 oz,0.052,empty,Hamilton,MT
1413,407,Bitter Root Brewing,Single Hop Ale,American Pale Ale (APA),12.0 oz,0.063,empty,Hamilton,MT
1411,407,Bitter Root Brewing,Sawtooth Ale,American Blonde Ale,12.0 oz.,0.054,empty,Hamilton,MT
2620,18,Black Acre Brewing Co.,Saucy Intruder,Rye Beer,16.0 oz,0.072,75.0,Indianapolis,IN
2412,112,Black Market Brewing Company,Deception,American Blonde Ale,12.0 oz,0.05%,16.0,Temecula,CA
1898,112,Black Market Brewing Company,Blackmarket Rye IPA,American IPA,12.0 ounce,0.075,35.0,Temecula,CA
1897,112,Black Market Brewing Company,Black Market Hefeweizen,Hefeweizen,12.0 ounce,0.05,8.0,Temecula,CA
1896,112,Black Market Brewing Company,Aftermath Pale Ale,American Pale Ale (APA),12.0 ounce,0.058,44.0,Temecula,CA
1850,294,Black Shirt Brewing Company,American India Red Ale,American Strong Ale,12.0 oz,0.071,83.0,Denver,CO
1849,294,Black Shirt Brewing Company,American Red Porter,American Porter,12.0 ounce,0.071,45.0,Denver,CO
1848,294,Black Shirt Brewing Company,American Red Saison,Saison / Farmhouse Ale,12.0 oz.,0.078,34.0,Denver,CO
1847,294,Black Shirt Brewing Company,Colorado Red Ale,American Amber / Red Ale,12.0 oz,0.066,44.0,Denver,CO
2485,79,Black Tooth Brewing Company,Saddle Bronc Brown Ale,American Brown Ale,12.0 oz,0.05%,16.0,Sheridan,WY
2484,79,Black Tooth Brewing Company,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0 oz,0.046,20.0,Sheridan,WY
2449,12,0,Flying Sailor,Rye Beer,12.0 ounce,0.07%,empty,Marquette,MA
2634,12,Blackrocks Brewery,Nordskye,American IPA,12.0 oz. Alumi-Tek,0.048,47.0,Marquette,MI
2153,12,Blackrocks Brewery,North Third Stout,Foreign / Export Stout,12.0 OZ.,0.06,30.0,Marquette,MI
1953,12,Blackrocks Brewery,Honey Lav,American Pale Wheat Ale,12.0 ounce,0.052,empty,Marquette,MI
1496,12,Blackrocks Brewery,Coconut Brown Ale,American Brown Ale,12.0 ounce,0.068,empty,Marquette,MI
1481,12,Blackrocks Brewery,51K IPA,American IPA,12.0 oz,0.07,51.0,Marquette,MI
1480,12,Blackrocks Brewery,Grand Rabbits,Cream Ale,12.0 ounce,0.055,empty,Marquette,MI
1564,380,Blue Blood Brewing Company,1800 Big Log Wheat (2012),American Pale Wheat Ale,12.0 ounce,0.05%,empty,Lincoln,NE
1541,380,Blue Blood Brewing Company,Double Play Pilsner,American Pilsner,12.0 oz. Alumi-Tek,empty,empty,Lincoln,NE
1321,380,Blue Blood Brewing Company,Brewerhood Brown Ale,American Brown Ale,12.0 oz.,0.06%,empty,Lincoln,NE
1320,380,Blue Blood Brewing Company,Last Call Imperial Amber Ale,American Amber / Red Ale,12.0 oz.,0.08,empty,Lincoln,NE
1319,380,Blue Blood Brewing Company,Pernicious Double IPA,American Double / Imperial IPA,12.0 oz.,0.096,empty,Lincoln,NE
1303,380,Blue Blood Brewing Company,6-4-3 Double Play Pilsner,German Pilsener,12.0 oz,0.052,empty,Lincoln,NE
1025,380,Blue Blood Brewing Company,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12.0 ounce,empty,empty,Lincoln,NE
1012,380,Blue Blood Brewing Company,467 Ethan's Stout,American Stout,12.0 ounce,0.05,empty,Lincoln,NE
942,380,Blue Blood Brewing Company,1335 Wicked Snout,Saison / Farmhouse Ale,12.0 ounce,0.064,empty,Lincoln,NE
937,380,Blue Blood Brewing Company,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12.0 oz.,0.045,empty,Lincoln,NE
888,380,Blue Blood Brewing Company,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.056,37.0,Lincoln,NE
886,380,Blue Blood Brewing Company,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.06%,37.0,Lincoln,NE
612,380,Blue Blood Brewing Company,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.06%,37.0,Lincoln,NE
611,380,Blue Blood Brewing Company,834 Happy As Ale,American Pale Ale (APA),12.0 oz.,0.046,35.0,Lincoln,NE
1372,422,Blue Dog Mead,Yellow Collar,Mead,12.0 oz.,0.059,empty,Eugene,OR
1371,422,Blue Dog Mead,Green Collar,Mead,12.0 oz,0.06%,empty,Eugene,OR
1812,304,Blue Hills Brewery,Quarter Mile Double IPA,American Double / Imperial IPA,12.0 oz,0.08%,80.0,Canton MA,empty
1547,382,Blue Mountain Brewery,Full Nelson Pale Ale,American Pale Ale (APA),12.0 ounce,0.059,60.0,Afton,VA
1546,382,Blue Mountain Brewery,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.065,30.0,Afton,VA
1545,382,Blue Mountain Brewery,Blue Mountain Classic Lager,Euro Pale Lager,12.0 oz.,0.053,22.0,Afton,VA
119,382,Blue Mountain Brewery,Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0 ounce,0.059,60.0,Afton,VA
1408,382,0,Kölsch 151,Kölsch,12.0 oz,0.049,16.0,Arrington,VA
2490,77,Blue Owl Brewing,Professor Black,American Stout,12.0 oz.,empty,empty,Austin,TX
2489,77,Blue Owl Brewing,Little Boss,American Pale Wheat Ale,12.0 oz.,empty,empty,Austin,TX
2488,77,Blue Owl Brewing,Van Dayum!,American Amber / Red Ale,12.0 oz.,empty,empty,Austin,TX
2487,77,Blue Owl Brewing,Spirit Animal,American Pale Ale (APA),12.0 oz,empty,empty,Austin,TX
939,489,Blue Point Brewing Company,Toxic Sludge,American Black Ale,16.0 oz. Alumi-Tek,0.07,empty,Patchogue,NY
692,489,Blue Point Brewing Company,Blue Point White IPA,American White IPA,12.0 oz.,0.06%,40.0,Patchogue,NY
667,489,Blue Point Brewing Company,Blue Point Summer Ale,American Blonde Ale,12.0 ounce,0.044,16.0,Patchogue,NY
665,489,Blue Point Brewing Company,Toasted Lager,Vienna Lager,12.0 ounce,0.055,28.0,Patchogue,NY
1607,364,Bohemian Brewery,Bohemian Export Lager,Dortmunder / Export Lager,12.0 oz.,0.06,empty,Midvale,UT
1597,364,Bohemian Brewery,Altus Bohemes Altbier,Altbier,12.0 oz.,0.053,empty,Midvale,UT
344,364,Bohemian Brewery,Cherny Bock,Schwarzbier,12.0 oz.,0.04,empty,Midvale,UT
89,364,Bohemian Brewery,Czech Pilsner,Czech Pilsener,12.0 oz,0.05%,empty,Midvale,UT
88,364,Bohemian Brewery,Viennese Lager,Vienna Lager,12.0 oz. Alumi-Tek,0.05,empty,Midvale,UT
1569,378,Bold City Brewery,Mad Manatee IPA,American IPA,12.0 oz,0.065,empty,Jacksonville,FL
1568,378,Bold City Brewery,Killer Whale Cream Ale,Cream Ale,12.0 oz. Alumi-Tek,0.055,empty,Jacksonville,FL
1188,378,Bold City Brewery,Duke's Cold Nose Brown Ale,American Brown Ale,12.0 oz.,0.06%,empty,Jacksonville,FL
1891,281,Bolero Snort Brewery,Longhop IPA,American IPA,16.0 OZ.,0.04%,30.0,Ridgefield Park,NJ
1890,281,Bolero Snort Brewery,Lucky Buck,Irish Dry Stout,16.0 oz.,0.04,34.0,Ridgefield Park,NJ
577,525,Bomb Beer Company,Bomb Lager (New Recipe),Munich Helles Lager,12.0 oz,0.051,empty,New York,NY
513,525,Bomb Beer Company,Bomb Lager (Old Recipe),Munich Helles Lager,12.0 oz.,0.045,27.0,New York,NY
2422,107,Bonfire Brewing Company,Firestarter India Pale Ale,American IPA,12.0 ounce,0.066,72.0,Eagle,CO
1727,107,Bonfire Brewing Company,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz.,0.075,22.0,Eagle,CO
1614,107,Bonfire Brewing Company,Wood Splitter Pilsner,Czech Pilsener,16.0 ounce,0.048,30.0,Eagle,CO
1613,107,Bonfire Brewing Company,Gyptoberfest,Märzen / Oktoberfest,12.0 oz.,0.056,26.0,Eagle,CO
1549,107,Bonfire Brewing Company,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0 ounce,0.07,94.0,Eagle,CO
1548,107,Bonfire Brewing Company,Slow & Steady Golden Ale,American Blonde Ale,12.0 oz. Alumi-Tek,0.047,empty,Eagle,CO
1517,107,Bonfire Brewing Company,Pink-I Raspberry IPA,American IPA,16.0 oz. Alumi-Tek,0.068,empty,Eagle,CO
1500,107,Bonfire Brewing Company,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0 oz,0.047,empty,Eagle,CO
1421,107,Bonfire Brewing Company,Live Local Golden Ale,American Blonde Ale,12.0 oz,0.047,empty,Eagle,CO
1360,107,Bonfire Brewing Company,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.048,38.0,Eagle,CO
1184,107,Bonfire Brewing Company,Dirtbag Dunkel,Munich Dunkel Lager,16.0 oz.,0.05%,empty,Eagle,CO
1183,107,Bonfire Brewing Company,Kindler Pale Ale,American Pale Ale (APA),12.0 oz.,0.053,45.0,Eagle,CO
1023,107,Bonfire Brewing Company,Mistress Winter Wheat,Winter Warmer,12.0 oz.,0.06%,empty,Eagle,CO
998,107,Bonfire Brewing Company,Tent Pole Vanilla Porter,American Porter,16.0 ounce,0.061,empty,Eagle,CO
997,107,Bonfire Brewing Company,Awry Rye Pale Ale,American Pale Ale (APA),12.0 ounce,0.058,empty,Eagle,CO
996,107,Bonfire Brewing Company,Demshitz Brown Ale,American Brown Ale,12.0 oz.,0.06%,empty,Eagle,CO
931,107,Bonfire Brewing Company,Wood Splitter Pilsner (2012),Czech Pilsener,12.0 ounce,0.048,empty,Eagle,CO
798,0,Bonfire Brewing Company,Brush Creek Blonde,American Blonde Ale,16.0 oz.,0.048,empty,Eagle,CO
633,107,Bonfire Brewing Company,Firestarter India Pale Ale,American IPA,16.0 ounce,0.066,72.0,Eagle,CO
2062,231,Borderlands Brewing Company,Noche Dulce,American Porter,16.0 oz. Alumi-Tek,0.071,16.0,Tucson,AZ
1830,300,Boston Beer Company,Porch Rocker,Radler,12.0 ounce,0.045,8.0,Boston,MA
1629,300,Boston Beer Company,Rebel IPA,American IPA,16.0 oz,0.065,45.0,Boston,MA
1601,300,Boston Beer Company,Cold Snap,Witbier,12.0 ounce,0.055,empty,Boston,MA
1427,300,Boston Beer Company,Samuel Adams Winter Lager,Bock,12.0 oz.,0.06%,empty,Boston,MA
1349,300,Boston Beer Company,Boston Lager,Vienna Lager,16.0 ounce,0.049,30.0,Boston,MA
1310,300,Boston Beer Company,Boston Lager,Vienna Lager,12.0 oz.,0.049,30.0,Boston,MA
1281,300,Boston Beer Company,Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0 oz,0.053,15.0,Boston,MA
1144,300,Boston Beer Company,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0 oz,0.053,7.0,Boston,MA
1143,300,Boston Beer Company,Boston Lager,Vienna Lager,12.0 oz.,0.049,30.0,Boston,MA
1395,417,Boulder Beer Company,Hazed & Infused,American Pale Ale (APA),12.0 oz.,0.049,35.0,Boulder,CO
808,417,Boulder Beer Company,Hoopla Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,35.0,Boulder,CO
81,417,Boulder Beer Company,Hazed & Infused (2010),American Pale Ale (APA),12.0 oz.,0.049,35.0,Boulder,CO
2596,31,Boulevard Brewing Company,Heavy Lifting,American IPA,12.0 oz.,0.062,80.0,Kansas City,MO
2300,167,Boxcar Brewing Company,1492,American Pale Ale (APA),12.0 oz.,0.065,empty,West Chester,PA
2299,167,Boxcar Brewing Company,Mango Ginger,American IPA,12.0 oz,0.058,empty,West Chester,PA
2298,167,Boxcar Brewing Company,Passenger,English Dark Mild Ale,12.0 ounce,0.05%,empty,West Chester,PA
2107,219,Bozeman Brewing Company,Plum St. Porter,American Porter,12.0 oz.,0.06%,52.0,Bozeman,MT
1573,219,Bozeman Brewing Company,Plum St. Porter,American Porter,12.0 ounce,0.057,52.0,Bozeman,MT
1289,219,Bozeman Brewing Company,Bozone HopZone IPA,American IPA,12.0 ounce,0.07,80.0,Bozeman,MT
1288,219,Bozeman Brewing Company,Bozone Hefe Weizen,Hefeweizen,12.0 oz.,0.06,25.0,Bozeman,MT
470,219,Bozeman Brewing Company,Bozone Select Amber Ale,American Amber / Red Ale,12.0 oz,0.06%,empty,Bozeman,MT
2167,207,Branchline Brewing Company,Evil Owl,American Amber / Red Ale,12.0 oz. Alumi-Tek,0.052,40.0,San Antonio,TX
2204,195,Breakside Brewery,Post Time Kölsch,Kölsch,16.0 oz,0.05,empty,Portland,OR
1522,0,Breckenridge Brewery,Agave Wheat,American Pale Wheat Ale,12.0 oz.,0.042,9.0,Denver,CO
397,0,Breckenridge Brewery,SummerBright Ale,American Pale Wheat Ale,12.0 ounce,0.045,15.0,Denver,CO
193,0,Breckenridge Brewery,Lucky U IPA,American IPA,12.0 ounce,0.06%,68.0,Denver,CO
83,0,Breckenridge Brewery,Avalanche Ale,American Amber / Red Ale,12.0 oz,0.054,19.0,Denver CO,empty
1802,308,Brew Bus Brewing,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0 oz.,0.05,empty,Tampa,FL
1801,308,Brew Bus Brewing,Last Stop IPA,American IPA,12.0 oz.,0.072,60.0,Tampa,FL
1800,308,Brew Bus Brewing,Rollin Dirty Red Ale,Irish Red Ale,12.0 oz.,0.05%,21.0,Tampa,FL
1799,308,Brew Bus Brewing,Are Wheat There Yet?,American Pale Wheat Ale,12.0 oz,0.055,28.0,Tampa,FL
2619,19,Brew Link Brewing,Insert Hop Reference,American Pale Ale (APA),16.0 oz.,0.06%,empty,Plainfield IN,empty
2468,85,Brewery Terra Firma,Manitou Amber,American Amber / Red Ale,16.0 ounce,0.053,empty,Traverse City,MI
2637,10,Brewery Vivant,Belfort,Saison / Farmhouse Ale,16.0 oz,0.067,empty,Grand Rapids,MI
2636,10,Brewery Vivant,Star Runner,Belgian Pale Ale,16.0 oz.,0.06,empty,Grand Rapids,MI
2598,10,Brewery Vivant,Tart Side of the Barrel,American Double / Imperial Stout,16.0 OZ.,0.098,empty,Grand Rapids,MI
2597,10,Brewery Vivant,Linnaeus Mango IPA,American IPA,16.0 oz,0.06,empty,Grand Rapids,MI
2548,10,Brewery Vivant,Beasts A'Burnin',Rauchbier,16.0 oz.,0.07,empty,Grand Rapids,MI
2542,10,Brewery Vivant,Verdun,Bière de Garde,16.0 oz,0.077,empty,Grand Rapids,MI
2541,10,Brewery Vivant,Barrel Aged Triomphe,Belgian IPA,16.0 oz.,0.065,empty,Grand Rapids,MI
2504,10,Brewery Vivant,Cherry Doppelbock,Doppelbock,16.0 oz. Alumi-Tek,0.065,empty,Grand Rapids,MI
2500,10,Brewery Vivant,Tropical Saison,Saison / Farmhouse Ale,16.0 oz,0.07%,empty,Grand Rapids,MI
2499,10,Brewery Vivant,Beach Patrol,Witbier,16.0 oz.,0.065,empty,Grand Rapids,MI
2498,10,Brewery Vivant,Nuit Serpent,Belgian IPA,16.0 oz,0.05,empty,Grand Rapids,MI
2481,10,Brewery Vivant,Paris,Saison / Farmhouse Ale,16.0 ounce,0.09,empty,Grand Rapids,MI
2476,10,Brewery Vivant,The Grand Army,Belgian IPA,16.0 oz.,0.055,empty,Grand Rapids,MI
2467,10,Brewery Vivant,Acidulated Trip,Saison / Farmhouse Ale,16.0 OZ.,0.059,empty,Grand Rapids,MI
2466,10,Brewery Vivant,Root Stock,Rye Beer,16.0 ounce,0.07%,empty,Grand Rapids,MI
2465,10,Brewery Vivant,Mind Games,Dunkelweizen,16.0 oz.,0.04%,empty,Grand Rapids,MI
2433,10,Brewery Vivant,Sous Chef,Belgian Strong Pale Ale,16.0 oz.,0.08%,empty,Grand Rapids,MI
2418,10,Brewery Vivant,Dubbelicious,Dubbel,16.0 oz.,0.065,empty,Grand Rapids,MI
2416,10,Brewery Vivant,Psychopomp,Belgian Dark Ale,16.0 oz. Silo Can,0.06%,empty,Grand Rapids,MI
2382,10,Brewery Vivant,Fat Paczki,Belgian Dark Ale,16.0 oz.,empty,empty,Grand Rapids,MI
2381,10,Brewery Vivant,Earth-Like Planets,Belgian Pale Ale,16.0 oz,empty,empty,Grand Rapids,MI
2290,10,Brewery Vivant,Ski Patrol,Witbier,16.0 ounce,0.061,empty,Grand Rapids,MI
2241,0,Brewery Vivant,Viking Ice Hole,Oatmeal Stout,16.0 oz.,0.063,empty,Grand Rapids,MI
2240,10,Brewery Vivant,Rye Porter,American Porter,16.0 oz,0.06%,empty,Grand Rapids,MI
2137,10,Brewery Vivant,Wizard Burial Ground,Quadrupel (Quad),16.0 oz,0.099,empty,Grand Rapids,MI
2101,10,Brewery Vivant,Smoky Wheat,Rauchbier,16.0 oz.,0.051,empty,Grand Rapids,MI
2092,10,Brewery Vivant,BRIPA,Belgian IPA,16.0 oz.,0.062,empty,Grand Rapids,MI
2091,10,Brewery Vivant,Mela,Belgian Dark Ale,16.0 oz.,0.062,empty,Grand Rapids,MI
2086,10,Brewery Vivant,W.I.P.A Snappa,Belgian IPA,16.0 oz.,0.053,empty,Grand Rapids,MI
2023,10,Brewery Vivant,Pepper in the Rye,Rye Beer,16.0 oz.,0.063,empty,Grand Rapids,MI
2006,10,Brewery Vivant,Moe Lasses',American Stout,16.0 ounce,0.064,empty,Grand Rapids,MI
1997,10,Brewery Vivant,Pumpkin Tart,Fruit / Vegetable Beer,16.0 oz.,0.07%,empty,Grand Rapids,MI
1977,10,Brewery Vivant,Undertaker,Belgian Dark Ale,16.0 oz.,0.07%,empty,Grand Rapids,MI
1976,10,Brewery Vivant,Undertaker (2014),Belgian Dark Ale,16.0 oz,0.067,empty,Grand Rapids,MI
1974,10,Brewery Vivant,Coq D'Or,Belgian Pale Ale,16.0 oz,0.05,empty,Grand Rapids,MI
1973,10,Brewery Vivant,North French,Bière de Garde,16.0 ounce,0.06,empty,Grand Rapids,MI
1959,10,Brewery Vivant,Agent a Deux,Belgian Dark Ale,16.0 oz,0.065,empty,Grand Rapids,MI
1958,10,Brewery Vivant,Belgian Wit,Witbier,16.0 oz.,0.05%,empty,Grand Rapids,MI
1949,10,Brewery Vivant,Pothole Stout,American Stout,16.0 oz,0.063,empty,Grand Rapids,MI
1947,10,Brewery Vivant,Tree Bucket,Belgian IPA,16.0 oz. Alumi-Tek,0.093,empty,Grand Rapids,MI
1785,10,Brewery Vivant,Le Flaneur Ale,American Wild Ale,16.0 ounce,0.073,empty,Grand Rapids,MI
1651,10,Brewery Vivant,Maize & Blueberry,Fruit / Vegetable Beer,16.0 oz.,0.06%,empty,Grand Rapids,MI
1443,10,Brewery Vivant,Trebuchet Double IPA,American Double / Imperial IPA,16.0 oz,0.093,empty,Grand Rapids,MI
1352,10,Brewery Vivant,Contemplation,Bière de Garde,16.0 ounce,0.065,empty,Grand Rapids,MI
1267,10,Brewery Vivant,Black Rabbit,American Black Ale,16.0 ounce,0.05%,empty,Grand Rapids,MI
1266,10,Brewery Vivant,Zaison,Saison / Farmhouse Ale,16.0 oz,0.09%,empty,Grand Rapids,MI
1178,10,Brewery Vivant,Vivant Tripel,Tripel,16.0 oz.,0.082,empty,Grand Rapids,MI
1136,10,Brewery Vivant,Tart Side of the Moon,Belgian Dark Ale,16.0 ounce,0.098,empty,Grand Rapids,MI
1044,10,Brewery Vivant,Big Red Coq,American Amber / Red Ale,16.0 oz.,0.06%,empty,Grand Rapids,MI
1033,10,Brewery Vivant,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0 OZ.,0.10%,empty,Grand Rapids,MI
1031,10,Brewery Vivant,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0 oz,0.095,empty,Grand Rapids,MI
909,10,Brewery Vivant,Escoffier Bretta Ale,American Wild Ale,16.0 oz.,0.09%,empty,Grand Rapids,MI
873,10,Brewery Vivant,Contemplation (2012),Bière de Garde,16.0 oz,0.065,empty,Grand Rapids,MI
860,10,Brewery Vivant,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0 ounce,0.099,empty,Grand Rapids,MI
677,10,Brewery Vivant,Big Red Coq (2012),American Amber / Red Ale,16.0 oz.,0.062,empty,Grand Rapids,MI
671,10,Brewery Vivant,Zaison (2012),Saison / Farmhouse Ale,16.0 oz.,0.09,empty,Grand Rapids,MI
670,10,Brewery Vivant,Vivant Tripel (2012),Tripel,16.0 oz,0.092,empty,Grand Rapids,MI
669,10,Brewery Vivant,Trebuchet Double IPA (2012),Belgian IPA,16.0 oz,0.097,empty,Grand Rapids,MI
627,10,Brewery Vivant,Kludde,Belgian Strong Dark Ale,16.0 oz. Alumi-Tek,0.085,empty,Grand Rapids,MI
387,10,Brewery Vivant,Farm Hand,Saison / Farmhouse Ale,16.0 oz.,0.06%,empty,Grand Rapids,MI
385,10,Brewery Vivant,Solitude,Belgian Pale Ale,16.0 oz.,0.06%,empty,Grand Rapids,MI
